branch_code,bic_code_swift,bank_name,bank_branch,bank_branch_address,city,bank_phone,bank_fax
630497,ABSAZAJJ,ABSA,ABCORP INLAND 1,"PODIUM FLOOR, NORTON ROSE BUILDING,15 ALICE LANE, SANDTON",GAUTENG,"(010 ), 226-8000","(010 ),"
630499,ABSAZAJJ,ABSA,ABCORP INLAND 1 CORPORATE ACC,"PODIUM FLOOR, NORTON ROSE BUILDING, 15 ALICE LANE, SANDTON",GAUTENG,"(010 ), 226-8000","(010 ),"
630752,ABSAZAJJ,ABSA,ABCORP INLANDS 1 RBB,"4TH FLOOR ABSA TOWERS WEST, 15 TROYE STREET, JOHANNESBURG",GAUTENG,011 350-4953,TBA
630098,ABSAZAJJ,ABSA,ABCORP INLANDS 2 RBB,"4TH FLOOR ABSA TOWERS WEST, 15 TROYE STREET, JOHANNESBURG",GAUTENG,011 350-4953,TBA
630799,ABSAZAJJ,ABSA,ABCORP INLANDS 3 PUBLIC RBB,"4TH FLOOR ABSA TOWERS WEST, 15 TROYE STREET, JOHANNESBURG",GAUTENG,011 350-4953,TBA
630854,ABSAZAJJ,ABSA,ABCORP INLANDS 4 RBB PUBLIC,"4TH FLOOR ABSA TOWERS WEST, 15 TROYE STREET, JOHANNESBURG",GAUTENG,011 350-4953,TBA
630890,ABSAZAJJ,ABSA,ABCORP INLANDS 5 RBB,"4TH FLOOR ABSA TOWERS WEST, 15 TROYE STREET, JOHANNESBURG",GAUTENG,011 350-4953,TBA
630973,ABSAZAJJ,ABSA,ABCORP KZN B,"4 FROSTERLEY PARK, , UMHLANGA RIDGE",DURBAN,"(031 ), 580-8072","(031 ), 580-8193"
630966,ABSAZAJJ,ABSA,ABCORP KZN C,"4 FROSTERLEY PARK, , UMHLANGA RIDGE","DURBAN , KWAZULU NATAL","(031 ), 580-8072","(031 ), 580-8193"
630323,ABSAZAJJ,ABSA,ABCORP KZN RBB,"4TH FLOOR ABSA TOWERS WEST, 15 TROYE STREET, JOHANNESBURG",GAUTENG,011 350-4953,TBA
630076,ABSAZAJJ,ABSA,ABCORP LIMPOPO CORPRBB,"ABSA TOWERS WEST, 15 TROYE STREET, 4TH FLOOR, JOHANNESBURG",GAUTENG,011 846-1695,TBA
630080,ABSAZAJJ,ABSA,ABCORP MPUMALA CORPRBB,"ABSA TOWERS WEST, 15 TROYE STREET, 4TH FLOOR, JOHANNESBURG",GAUTENG,011 846-1695,TBA
630078,ABSAZAJJ,ABSA,ABCORP NCAPE CORPRBB,"ABSA TOWERS WEST, 15 TROY STREET, 4TH FLOOR, JOHANNESBURG",GAUTENG,011 846-1695,TBA
630079,ABSAZAJJ,ABSA,ABCORP NWEST CORPRBB,"ABSA TOWERS WEST, 15 TROYE STREET, 4TH FLOOR, JOHANNESBURG",GAUTENG,011 846-1695,TBA
630962,ABSAZAJJ,ABSA,ABCORP PS B,"11 DIAGONAL STREET, , JOHANNESBURG",GAUTENG,"(011), 556-6065","(011), 556-6929"
630969,ABSAZAJJ,ABSA,ABCORP PS C,"11 DIAGONAL STREET, , JOHANNESBURG",GAUTENG,"(011 ), 556-6065","(011 ), 556-6929"
630727,ABSAZAJJ,ABSA,ABCORP WCAPE CORP RBB,"4TH FLOOR ABSA TOWERS WEST, 15 TROYE STREET, JOHANNESBURG",GAUTENG,011 350-4953,TBA
630498,ABSAZAJJ,ABSA,ABCORPINLAND 1 PUBLIC SECTOR,"PODUIM FLOOR, NORTON ROSE BUILDING, 15 ALICE LANE, SANDTON",GAUTENG,"(010 ), 226-8000","(010 ),"
334116,ABSAZAJJ,ABSA,"ABERDEEN,K.P.","H/V HOOP EN VOORTREKKERSTRAAT, ,",,"(049 ), 846-0182","(049 ), 846-0751"
633745,ABSAZAJJ,ABSA,ABSA BANK CARD DIVISION,"13THFLOOR VOLKSKAS BUILDING CN, DER WALT STREETS, PRETORIA,",,"(012), 317-0226","(012), 317-3789"
637155,ABSAZAJJ,ABSA,ABSA BR.FOR SECURITIES 1 MILL,"136 PLANA RD, ,",,"(011), 929-3111","(011), 929-3117 (ASK)"
335642,ABSAZAJJ,ABSA,ABSA BUSINESS CENTRE EASTGATE,"1ST AND 2ND FLOOR , BLOCK D , EASTGATE OFFICE, PARK, BRUMA",JOHANNESBURG,"(011), 621-6000","(011), 616-9808"
630561,ABSAZAJJ,ABSA,ABSA BUTTERWORTH,"ABSA BANK BUILDING, C/O HIGH & BELL STREETS, BUTTERWORTH",EASTERN CAPE,TBA,TBA
630449,ABSAZAJJ,ABSA,ABSA CAPITAL 1,"160 MAIN STREET, ,","JOHANNESBURG, GAUTENG",TBA,TBA
630447,ABSAZAJJ,ABSA,ABSA CAPITAL 2,"160 MAIN STREET, ,","JOHANNESBURG, GAUTENG",TBA,TBA
630446,ABSAZAJJ,ABSA,ABSA CAPITAL 3,"160 MAIN STREET, ,","JOHANNESBURG, GAUTENG",TBA,TBA
630570,ABSAZAJJ,ABSA,ABSA CHARGEBACKS,"VOLKSKAS BUILDING, 230 VAN DER WALT STREET 14 TH FLOOR, PRETORIA",GAUTENG,"(012), 317-3606","(012), 642-6200"
636155,ABSAZAJJ,ABSA,ABSA CORPORATE HEAD OFFICE,"31 ST FLOOR SANLAM CENTRE CNR JEPPE &, VON WEILLIGH STREETS,",,"(011), 330-3612","(011), 333-3949"
631645,ABSAZAJJ,ABSA,ABSA DIRECT E-BRCH KASTEEL PRK,"ORANGE BUILDING CNR NOSSOB & JOCHENIS STR, ,",,TBA,TBA
634405,ABSAZAJJ,ABSA,ABSA DIRECT E-BRH AUCKLAND PRK,"CURATIO BUILDING 3 ANETT ROAD, ,",,"(011), 356-7000","(011), 356-7022"
632005,ABSAZAJJ,ABSA,ABSA ELECTRONIC SETTLEMENT CNT,"11 TRUMP STREET SELBY, JOHANNESBURG,",,"(011 X), 490-8111","(011 X), 493-4044"
632655,ABSAZAJJ,ABSA,ABSA FIN BRACKEN HEIGHTS T/SHP,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
635955,ABSAZAJJ,ABSA,ABSA FINANCE ACE CONTROL,"BLOCK 6 WOODMEAD ESTATE 1 WOODMEAD DRIVE, ,",,"(011), 259-0111","(011), 259-0051/2"
631955,ABSAZAJJ,ABSA,ABSA FINANCE ALGOA & EAST DEV,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
631055,ABSAZAJJ,ABSA,ABSA FINANCE BAUSPROP INV,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), .350-5924"
633655,ABSAZAJJ,ABSA,ABSA FINANCE BERLITAS CORP,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
634555,ABSAZAJJ,ABSA,ABSA FINANCE BERLITAS INSTALL,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
633555,ABSAZAJJ,ABSA,ABSA FINANCE BERLITAS LEASING,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
631655,ABSAZAJJ,ABSA,ABSA FINANCE BEVERLEY HIGHT HD,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
633455,ABSAZAJJ,ABSA,ABSA FINANCE E MCDONALD,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
630755,ABSAZAJJ,ABSA,ABSA FINANCE EAST GRIQUALAND,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
630955,ABSAZAJJ,ABSA,ABSA FINANCE GURA INV,"3RD FLOOR ABSA TOWERS EAST . 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
637255,ABSAZAJJ,ABSA,ABSA FINANCE HENDLER & HENDLER,"3RD FLOOR ATE 170 MAIN STREET, ,",,"(011), 350-4216","(011), 350-5924"
634355,ABSAZAJJ,ABSA,ABSA FINANCE INDUSTRIAL CONF,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
631355,ABSAZAJJ,ABSA,ABSA FINANCE KEMPTON PARK IND,"3RD FLOOR ABSA TOWERS EAST . 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
631755,ABSAZAJJ,ABSA,ABSA FINANCE KOLEKTOR,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
630555,ABSAZAJJ,ABSA,ABSA FINANCE LAEVELD INPAK,"3RD FLOOR ABSA TOWERS EAST 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
632855,ABSAZAJJ,ABSA,ABSA FINANCE LCH PROJECTS,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
632355,ABSAZAJJ,ABSA,ABSA FINANCE LEECON BUILDING,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
630655,ABSAZAJJ,ABSA,ABSA FINANCE LIBERTAS ADNIM,"3RD FLOOR ABSA TOWERS EAST . 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
633955,ABSAZAJJ,ABSA,ABSA FINANCE LIBERTAS CONS,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
632455,ABSAZAJJ,ABSA,ABSA FINANCE LIBERTAS CORP,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
634455,ABSAZAJJ,ABSA,ABSA FINANCE LIBERTAS INSTALL,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
632955,ABSAZAJJ,ABSA,ABSA FINANCE LIBERTAS MAN,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
633255,ABSAZAJJ,ABSA,ABSA FINANCE LIBERTAS VEHICLE,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
633055,ABSAZAJJ,ABSA,ABSA FINANCE LIBERTUS INV,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
633855,ABSAZAJJ,ABSA,ABSA FINANCE LIBETAS LEASING,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
634255,ABSAZAJJ,ABSA,ABSA FINANCE MERCIPLEX,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
633155,ABSAZAJJ,ABSA,ABSA FINANCE MILLCOR,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
634055,ABSAZAJJ,ABSA,ABSA FINANCE MIOBLORE,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
631555,ABSAZAJJ,ABSA,ABSA FINANCE MONKOR TRUST,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
632155,ABSAZAJJ,ABSA,ABSA FINANCE OU SKIP,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
636555,ABSAZAJJ,ABSA,ABSA FINANCE PLANELANDS,"3RD FLOOR ABSA TOWERS EAST, 170 MAIN STREET JOHANNESBURG,",,"(011), 350-5555","(011), 350-5924"
631155,ABSAZAJJ,ABSA,ABSA FINANCE PRIVASSURED P/FND,"3RD FLOOR ABSA TOWERS EAST . 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
632755,ABSAZAJJ,ABSA,ABSA FINANCE PRO REN PROP,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
632555,ABSAZAJJ,ABSA,ABSA FINANCE SANDYGRAY CONST,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-555","(011), 350-5924"
630455,ABSAZAJJ,ABSA,ABSA FINANCE SHARON VILLAGE,"3RD FLOOR ABSA TOWERS EAST . 170 MAIN, ,",,"(011), 350-5555","(011), 350-5924"
631455,ABSAZAJJ,ABSA,ABSA FINANCE SILA BRICKYARDS,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
632055,ABSAZAJJ,ABSA,ABSA FINANCE SOMETOLE PROP,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
630855,ABSAZAJJ,ABSA,ABSA FINANCE SOMMERING INV,"3RD FLOOR ABSA TOWERS EAST . 170 MAIN ST, ,",,"(011), 350-5555","(011), 350-5924"
632255,ABSAZAJJ,ABSA,ABSA FINANCE TAXICO,"3RD FLOOR ABSA TOWERS EAST. 170MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
633355,ABSAZAJJ,ABSA,ABSA FINANCE UNIFURN,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
633755,ABSAZAJJ,ABSA,ABSA FINANCE VEHICLE TRADING,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
634155,ABSAZAJJ,ABSA,ABSA FINANCE VENDU,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
631255,ABSAZAJJ,ABSA,ABSA FINANCE VOEWSITE DEV,"3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
631855,ABSAZAJJ,ABSA,ABSA FINANCE WITPROP,"3RD FLOOR ABSA TOWERS EAST. 170MAIN ST., ,",,"(011), 350-5555","(011), 350-5924"
630841,ABSAZAJJ,ABSA,ABSA HORISON,"CNR CRANE & ONTDEKKERS, HORISON,",,"(011), 761-5200","(011), 761-5253"
336545,ABSAZAJJ,ABSA,ABSA INTERNAS DIENSSEN PTA,"VOLKSKASSENTRUM VAN DER WALTST, PRETORIA 0002,",,"(012), 3241141/2901","(012), 012 287174"
334626,ABSAZAJJ,ABSA,ABSA INTERNASIONALE DIENSSENT,"NATAL PODIUM LEVEL 85 FIELDSTR, COR FIELD AND PINE STREET DU,",,"(031X ), 3041733/34","(031X ), 3046110/307605"
634709,ABSAZAJJ,ABSA,ABSA INTERNAT BANK CORP CAPE,"13TH FLOOR,SANLAM GOLDEN ACRE, ADDERLEY STREET,CAPE TOWN,",,"(021 X ), 215960","(021 X ), 217628"
636645,ABSAZAJJ,ABSA,ABSA INTERNAT BANK CORP N/TVL,"21ST FLOOR,VOLKSKAS BUILDING, VAN DER WALT STREET, PRETORIA,",,"(012 X), 3107548","(012 X), 3206956"
634726,ABSAZAJJ,ABSA,ABSA INTERNAT BANK CORP NATAL,"18TH FLOOR THE MARINE, GARDINER STREET, DURBAN,",,"(031 X ), 3049925","(031 X ), 3049519"
638442,ABSAZAJJ,ABSA,ABSA INTERNAT BANKING COMMERCI,"KEMPTON PARK CENTRE CNR MONUME, STREETS KEMPTON PARK 1620,",,"(011), 394-6200","(011), 394-6210"
639021,ABSAZAJJ,ABSA,ABSA INTERNAT BANKING COMMERCI,"24B DEVERAH AVE VINCENT, EAST LONDON,",,"(043 ), 709-7000","(043 ), 727-0281"
639845,ABSAZAJJ,ABSA,ABSA INTERNATIONAL BANKING COM,"31ST FLOOR VOLKSKAS CENTRE, 230 VAN DER WALT STREET,","PRETORIA , GAUTENG","(012), 310-7911","(012), 320-6956"
339948,ABSAZAJJ,ABSA,ABSA INTERNATIONAL BANKING COM,"PIETERSBURG CENTRE, ,",,,
634952,ABSAZAJJ,ABSA,ABSA INTERNATIONAL BANKING COM,"NELSPRUIT CENTRE, 37 BROWN STREET,",,"(013), 755-4320","(013), 755-4323"
639534,ABSAZAJJ,ABSA,ABSA INTERNATIONAL BANKING COM,"ABSA PRO HEAD OFFICE CNR ZASTRON & DONALD, MURRAY AVENUES,",,"(051), 401-0500","(051), 401-0720"
631605,ABSAZAJJ,ABSA,ABSA JHB CENTRAL LEDGERS DEPOT,"4TH FLOOR CENTRO CITY BUILDING, 11TRUMP STREET,SELBY JOHANNES,",,"(011 X), 4908111","(011 X), 4908142/8118"
500902,ABSAZAJJ,ABSA,ABSA KIMBERLEY,"80 BULTFONTEIN RD, ,",,"(053), 839-5200","(053), 839-7604"
314199,ABSAZAJJ,ABSA,ABSA KORPORATIEWE BANKDIENSTE,"KAAPSTAD STREEK 30STE EN 31 ST, TRUSTBANK CENTRE HEERENGRACHT,",,"(021 X), 418-5300","(021 X), 21-2455"
630873,ABSAZAJJ,ABSA,ABSA MOUNTAIN CUP,"170 MAIN STREET, 29TH FLOOR ABSA TOWERS, JOHANNESBURG",GAUTENG,"(011), 228-3000","(011),"
335805,ABSAZAJJ,ABSA,ABSA NASS CENTRO A,"CENTRO CITY TRUMPSTRAAT 11, SELBY,",,"(011 X), 4908111","(011 X), 493-0884"
632605,ABSAZAJJ,ABSA,ABSA NATIONAL ADMIN CENTRE,"4TH FLOOR CENTRO CITY BUILDING, 11 TRUMPSTREET,STREET,SELBY,JO,",,"(011X), 490-8111","(011X), 493-4049"
634817,ABSAZAJJ,ABSA,ABSA PE REGIONAL ATM SERV CENT,"4 ALGOA STREET SYDENHAM, PORT ELIZABETH,",,"(041 X ), 54-7550","(041 X ), 54-5054"
630216,ABSAZAJJ,ABSA,ABSA PHILLIPI,"SHOPRITE CENTRE , SHOP 8 & 9, C/O LANDSDOWN & NEW EISLEBEN RD, MITCHELLS PLAIN",WESTERN CAPE,"(021 ),","(021 ),"
336845,ABSAZAJJ,ABSA,ABSA PRETORIA CENT.LEDGERS DEP,"****** FOR INTERNAL USE ONLY, PRETORIUS STREET 421 PRETORIA,",,"(012 X), 317-6111","(012 X), 320-0213/0427"
630845,ABSAZAJJ,ABSA,ABSA PRETORIA CENTR LEDGER DEP,"PRETORIUS STREET 421 PRETORI, ,",,"(012), 317-6111","(012), 320-0213/0427"
330955,ABSAZAJJ,ABSA,ABSA PRIVATE BANK CENTRAL SUPP,"BLOCK A. 65 EMPIRE ROAD, PARKTOWN,",,"(011), 480-5000","(011), 480-5225"
631010,ABSAZAJJ,ABSA,ABSA PRIVATE BANK FAMILY OFFIC,"BELVEDERE OFFICE PARK CNR BELLA ROSA & PASISTA, STREETS,",,"(021 ), 915-6300","(021 ), 915-6305"
330755,ABSAZAJJ,ABSA,ABSA PRIVATE BANK PARKTOWN S/T,"65 EMPIRE ROAD PARK TOWM, ,",,"(011), 480-5200","(011), 480-5224"
631145,ABSAZAJJ,ABSA,ABSA PRIVATE BANK PRETORIA,"BLOCK D. GROUND FLOOR BROOKLUN GARDENS, CNR. VEALE & MIDDLE STS PRETORIA,",,,
630875,ABSAZAJJ,ABSA,ABSA RBA JOINT FUND,"11 DIAGONAL STREET, 8TH FLOOR DAIMOND BUILDING, JOHANNESBURG",GAUTENG,"(011), 556-7833","(011), 566-6907"
630920,ABSAZAJJ,ABSA,ABSA SAABIE,"MAIN ROAD, , SABIE",MPUMALANGA,TBA,TBA
631726,ABSAZAJJ,ABSA,ABSA STUDENT BRANCH - KZN,"76 BRAND ROAD, GLENWOOD,","DURBAN , KWA-ZULU NATAL","(031 ), 261-6620","(031 ), 261-6606"
631545,ABSAZAJJ,ABSA,ABSA STUDENT BRANCH PRETORIA,"KPMG BUILDING HILDA ST.HATFIELD, ,",,"(012), 362-2552/4","(012), 362-1653/6"
336245,ABSAZAJJ,ABSA,ABSA TAS SENTRUM PRETORIA,"CURATOR GEBOU PRETORIUS STRAAT 421, ARCADIA,",,"(012), 317-6111","(012), 320-1028/4407"
630305,ABSAZAJJ,ABSA,ABSA TOWERS NORTH,"CNR COMMISSIONER & TROY, JOHANNESBURG,",,"(011 X), 350-4111","(011 X), 350-7279"
630189,ABSAZAJJ,ABSA,ABSA UNIFORM LOANS,"BLOCK F FLORA PARK, CNR ONTDEKKERS & CONRAD ROAD, FLORIDA","JOHANNESBURG , GAUTENG","(011), 471-8111","(011), 471-8184"
337005,ABSAZAJJ,ABSA,ABSA VOSTRO,"ABSA TOWERS NORTH,180 COMMISIONER STREET, 3 RD FLOOR (ATT:RIA GROBLER), JOHANNESBURG",GAUTENG,"(011), 330-3113","(011),"
338917,ABSAZAJJ,ABSA,ABSA-INTERNAT BANKING COMMERCI,"PORT ELIZABETH CENTRE 61 MAIN, PORT ELIZABETH 6001,",,"(041 ), 556860","(041 ), 556949"
338709,ABSAZAJJ,ABSA,ABSA-INTERNAT BANKING COMMERCI,"CAPE TOWN CENTRE 30TH FLOOR, TRUSTBANK CENTRE HEERENGRACHT,",,"(021 ), 213611","(021 ), 217990"
630554,ABSAZAJJ,ABSA,AC & BB CUSTOMER SERV CEN KZN,"OFFICE ESTATE LA LUCIA, 4 FROSTERLY CRESCENT, LA LUCIA","DURBAN NORTH, KWA-ZULU NATAL",TBA,TBA
630558,ABSAZAJJ,ABSA,AC & BB SERV CEN CAPE TOWN,"TIJGER PARK 4 1ST FLOOR, WILLIE VAN SCHOOR DRIVE, TYGER VALLEY","BELLVILLE , WESTERN CAPE",TBA,TBA
630937,ABSAZAJJ,ABSA,ACBBMNC,"ABSA TOWERS NORTH, 180 COMMISSIONER STREET, JOHANNESBURG",GAUTENG,"(011), 350-3203","(011), 350-3476"
630090,ABSAZAJJ,ABSA,ACM CORPORATE GAUTENG REGION,"9TH FLOOR, 11 DIAGONAL STREET, , JOHANNESBURG",GAUTENG,011 895-7246,011 895-7248
630091,ABSAZAJJ,ABSA,ACM LARGE PUBLIC SECTOR PTA,"BLOCK G, HILLCREST OFFICE PARK, C/O DUNCAN AND LUNNON ROADS, HILLCREST",GAUTENG,011 350-4000,011 350-4001
630264,ABSAZAJJ,ABSA,ACORNHOEK,"ACORNHOEK PLAZA SHOP 55, FARM GREENVALLEY 213KU, ACORNHOEK",NELSPRUIT,"(TBA), TBA","(TBA),"
334119,ABSAZAJJ,ABSA,"ADELAIDE,K.P.","H/V WELSH EN KERKSTRATE, ,",,"(046 ), 6840189/452","(046 ), 684-0656"
524005,ABSAZAJJ,ABSA,ADMIN FOX STREET,"CENTRO CITY 11 TRUMP STREET, SELBY JOHANNESBURG,",,"(011), 490-8111","(011), 490 8583/4"
335305,ABSAZAJJ,ABSA,ADMIN FOX STREET,"CENTRO CITY, 11 TRUMP STREET, SELBY JOHANNESBURG,",,"(011), 490-8111","(011), 490 8583/4"
624548,ABSAZAJJ,ABSA,ADMINISTRATION CENTRE POLOKWAN,"100 LANDROS MARE STREET, POLOKWANE,",,"(015), 287-9200","(015), 011 497-1176"
630900,ABSAZAJJ,ABSA,AFRICA AGENCY,"15 ALLICE LANE, , SANDTON",GAUTENG,"(011), 895-7389","(011), 895-7321"
630899,ABSAZAJJ,ABSA,AFRICA CORP LEV FIN,"15 ALLICE LANE, , SANDTON",GAUTENG,"(011), 895-7389","(011), 895-7321"
630896,ABSAZAJJ,ABSA,AFRICA CORPORATE DEBT,"15 ALLICE LANE, , SANDTON",GAUTENG,"(011), 895-7389","(011), 895-7321"
630990,ABSAZAJJ,ABSA,AFRICA EASTGATE,"11 DIAGONAL STREET, , JOHANNESBURG",GAUTENG,"(011), 556-6121","(011), 556-6930"
630897,ABSAZAJJ,ABSA,AFRICA PROJ FIN ADVISES,"15 ALLICE LANE, , SANDTON",GAUTENG,"(011), 895-7389","(011), 895-7321"
630898,ABSAZAJJ,ABSA,AFRICA STRUCT EQ FINANCE,"15 ALLICE LANE, , SANDTON",GAUTENG,"(011), 895-7389","(011), 895-7321"
630377,ABSAZAJJ,ABSA,AFS LIMITED,"ABSA TOWERS NORTH, THIRD FLOOR 3E2, 180COMMISIONER STREET, JOHANNESBURG",GAUTENG,"(011 ), 350-9717","(011 ),"
334349,ABSAZAJJ,ABSA,AGATHA STREET TZANEEN,"ABSA BUILDING DANIE JOUBERT STREET, ,",,"(015), 306-2300","(015), 307-1696"
630100,ABSAZAJJ,ABSA,AHL MORTGAGE LOAN TEMP RES,"ABSA BUILDING, HOOF STREET, ASTON",CAPE TOWN,"(021 ), 405-7833","(021 ),"
630628,ABSAZAJJ,ABSA,AHL PROPERTY IN POSSESSION,"HOSKINS HOUSE, 1ST FLOOR, 45 MOOI STREET, JOHANNESBURG",GAUTENG,011 771-9945,011 431-4079
630796,ABSAZAJJ,ABSA,ALAMEIN ROAD,"SOUTHDALE SHOPPING CENTRE, SHOP 51 & 52, SOUTHDALE",GAUTENG,"(011), 680-6460","(011), 680-5112"
420214,ABSAZAJJ,ABSA,"ALBERNIA ST, GEORGE","106 YORK STREET GEORGE, GEORGE,",,"(044 ), 874-4050","(044 ), 873-2752"
630926,ABSAZAJJ,ABSA,ALBERT STREET DURBAN,"OFFICE 2, FIRST FLOOR, 37 VICTORIA STREET, DURBAN,",,"(031X ), 305-7714","(031X ), 307-1905"
334113,ABSAZAJJ,ABSA,"ALBERTINIA,K.P.","HOOFSTRAAT 48, ,",,"(028 ), 735-1156","(028 ), 735-1126"
631142,ABSAZAJJ,ABSA,ALBERTON 8083,"UNITED BLDG,24 VOORTREKKER STREET, ALBERTON,",,"(011), 907-3540","(011), 907-8476"
630808,ABSAZAJJ,ABSA,ALBERTON LOAN CENTRE,"ALBERTON CITY REGIONAL SHOPPING CENTRE, VOORTREKKER ROAD, ALBERTON",GAUTENG,TBA,TBA
630579,ABSAZAJJ,ABSA,ALEXANDRA,"ALEXANDRA PLAZA, 3RD STREET, WYNBERG","SANDTON , GAUTENG",TBA,TBA
334117,ABSAZAJJ,ABSA,"ALEXANDRIA,K.P.","H/V VOORTREKKER EN KROGSTRAAT, ,",,"(046 ), 6530156/318","(046 ), 6530331"
630804,ABSAZAJJ,ABSA,ALIWAL NORTH DEMOUNTABLE,"ERF 118 BANK STREET, , ALIWAL NORTH",NORTHERN CAPE,TBA,TBA
334120,ABSAZAJJ,ABSA,"ALIWAL-NOORD,K.P.","SOMERSETSTR 47, ,",,"(051 ), 633-2478/9","(051 ), 633-3664"
630662,ABSAZAJJ,ABSA,ALKANTRANT,"SHOP 51 GLENFAIR CENTRE, C/O LYNWOOD AND DAVENTRY ROAD, LYNNWOOD MANOR","MENLO PARK , GAUTENG","(012), 348-5090","(012), 348-5095"
630388,ABSAZAJJ,ABSA,ALL PAY EAST LONDON,"31 PHILLIP FRAME ROAD, EAST END, CHRISELHURST",EAST LONDON,"(043 ), 726-2758","(043 ), 726-1655"
630385,ABSAZAJJ,ABSA,ALL PAY PENISULA,"KHULANI SPRINGBOK PATROLS BUILDING GROUND FLOOR, 50 LANDDOWN ROAD, PHILIPPI",WESTERN CAPE,"(021 ), 691-8262","(021 ), 691-3404"
630179,ABSAZAJJ,ABSA,ALLDAY GAUTENG EAST BHENKA,"98 WOBURN AVENUE, , BENONI",GAUTENG,"(011), 845-4905","(011), 422-4055"
630389,ABSAZAJJ,ABSA,ALLPAY BLOEMFONTEIN,"19 BENNIE MARAIS STREET, EAST END, BLOEMFONTEIN",FREE STATE,"(051), 401-0922","(051), 401-0906"
630175,ABSAZAJJ,ABSA,ALLPAY EAST LONDON BHENKA,"31 PHILLIP FRAME ROAD ,, , CHISELHURST",EAST LONDON,"(043 ), 726-8377","(043 ), 726-8663"
