branch_name,address,city,branch_code
SS&A IN PERSONAL ULUNDI,KING SENZANGAKHONA SHOPPING CENTRE SHOP 35,KWAZULU NATAL,101055
SS&A IN PERSONAL VANDERBIJLPK,SHOP 39-40 VALLGATE MALL,GAUTENG,101083
SS&A IN PERSONAL VOORTREKKER,4 VOORTREKKER STREET,GAUTENG,101076
SS&A IN PERSONAL WITBANK,ABSA BUILDING,MPUMALANGA,101052
ST GEORGES MALL,SHOP 3 SHELL HOUSE,WESTERN CAPE,101709
ST GEORGES MALL CSC,"SHOP 3, SHELL HOUSE, 32 ST GEORGES MALL",WESTERN CAPE,101221
STAFF BANKING & NORTH SITE,STAFF BANKING LOWER GROUND FLR BLOCK E,,195505
STANDERTON,"MONUMENT CENTRE , CNR PIET RETIEF &",MPUMALANGA,151305
STANFORD QUARTER PE,SHOP 19-22 STANFORD QUARTER STANFORD ROAD,"PORT ELIZABETH,EASTERN CAPE",121717
STANGER CSC,GROUND FLOOR OLD MUTUAL BUILDING,KWAZULU NATAL,101329
STELLENBOSCH,"MUTUAL BUILDING, BIRD STREET",,107110
STILL BAY,179 MAIN ROAD WEST,,184705
STRAND CBD,37 MAIN ROAD,,164005
STRIJDOM PARK,HOMEWORLD DECOR CENTRE,GAUTENG,152105
STRUBENS VALLEY,SHOP LM011 CLEARWATER MALL,"JOHANNESBURG , GAUTENG",161241
SUNNINGHILL,SHOP 6 SUNNINGHILL THE SQUARE,,155605
SUNNYPARK,SHOP L3 - 39 SUNNYPARK SHOPPING CENTRE,"PRETORIA, GAUTENG",143405
SWELLENDAM,29 VOORTREK STREET,,132105
TAJ CENTRE,536 GREYTOWN ROAD,KWA-ZULU,137225
TAXATION,100 MAIN STREET 7TH FLOOR,,165305
TELECOMMUNICATIONS,105 WEST STREET,GAUTENG,175105
TEMBISA PLAZA,SHOP 31 TEMBISA PLAZA,,101311
TERMINUS STREET,71 OXFORD STREET,EASTERN CAPE,125421
TERMINUS STREET CSC,"AMBIT BUILDING, 54 TERMINUS STREET",EASTERN CAPE,101286
TESTING ENVIRONMENT,NEDBANK PARK 1,JOHANNESBURG,146530
TESTING OPERATIONS,GRONDVLOER LYNTON HALL,,170205
THABAZIMBI,"SHOP 6, THABA MALL CNR WARMBAD AND",LIMPOPO,101224
THE AVENUES,,,174042
THE BRIDGE BELLVILEE,GROUND FLOOR THE BRIDGE CENTRE,"CAPE TOWN , WESTERN CAPE",103610
THE CARLTON,SHOP 104 -106 LEVEL 100,,190605
THE GLEN,THE GLEN SHOPPING CENTRE SHOP U1 CNR LETABA AND,GAUTENG,138537
THE GROVE,"THE GROVE SHOPPING CENTRE, SHOP U27, THE GROVE","PRETORI, GAUTENG",115734
THE MALL OF AFRICA,SBV SERVICES BASEMENT 001 MALL OF AFRICA,GAUTENG,101365
THE REDS,THE MALL@REDS SHOPPING CENTRE,,112805
THIRD PARTY PAYMENTS,LAKEVIEW 16 CONSTANTIA BOULVAR CONSTANTIA KLOOF,JOHANNESBURG,156505
THOHOYANDOU CBD,SHOP NO 2 PARADISE BUILDING,,166849
THOHOYANDOU MVUZULUDZO MALL,"SHOP 3A , MVUSULUDZO MALL POST OFFICE STREET",LIMPOPO,101258
THREE RIVERS,"RIVERWALK CENTRE, NEDBANK SHOP 12",,178337
TIP VIRTUAL SALES,"FORUM 1, LEVEL 4, BRAAMPARK",,195805
TIP VIRTUAL SALES INV,SHOP 85 HOWARD CENTRE,,107709
TOKAI,SHOP G22 BLUE ROUTE MALL,"CAPE TOWN, WESTERN CAPE",104309
TONGA,TONGA MALL CNR PROVINCIAL ROAD (D2940) & NATION,MPUMALANGA,101167
TONGAAT,SHOP 1A JOOSUB CENTRE,KWAZULU-NATAL,179605
TRADE COMMODITY FINANCE,4TH FLOOR BLOCK E CORPORATE PLACE,SANDTON,116105
TRADE FINANCE LOGOSTICS,"LAKEVIEW CAMPUS, 1ST FLOOR 16 CONSTANTIA",JOHANNESBURG,178005
TRADE ROUTE MALL,SHOP L32 TRADE ROUTE MALL,GAUTENG,194037
TREASURY DOMESTIC MARKET OPERA,135 RIVONIA ROAD SANDOWN,,176605
TSAKANE,SHOP 56 TSAKANE MALL,GAUTENG,143605
TSAKANE MALL,"SHOP 16, TSAKANE MALL, MODJADJI",GAUTENG,101268
TSHWANE CENTRAL,200 PRETORUIS STREET PRETORIA,,164645
TUBATSE CROSSING,"TUBATSE CROSSING, SHOP L46. CNR R37 & R555",MPUMALANGA,100997
"TYGER VALLEY, BELVILLE",SHOP BL 146 TYGERVALLEY CENTRE,,103910
TYGERBERG WINELANDS,PLATTEKLOOF OFFICE PARK BUILDING C,,118602
TZANEEN,SHOP 8 TZANENG MALL,LIMPOPO,141949
TZANEEN CROSSING,TZANEEN CROSSING,,142849
TZANEEN CSC,"GROUND FLOOR, TZANEEN CROSSING,",LIMPOPO,101259
TZANEEN G4S,NEDHILL OFFICE PARK,PRETORIA,101040
TZANEEN PCCH,NEDBANK PARK 1,"JOHANNESBURG, GAUTENG",100960
UITENHAGE,"SHOP C2A, UITEHAGE MALL, CNR DURBAN",EASTERN CAPE,101289
UITENHAGE,NEDBANK CENTRE 70 CALEDON STRE,,127716
ULUNDI,"ONDINI PLAZA, SHOP B2A,",KWAZULU NATAL,101279
UMHLANGA ROCKS KZN,"SHOP F244, GATEWAY SHOPPING CENTRE",KWA-ZULU NATAL,135329
UMLAZI,SHOP S 2 UMLAZI MEGA CITY,,182905
UMTATA PCCH,CNR STARK/BARFOOT ROAD ESTERA,,141642
UMZIMKHULU,SHOP 35 CNR BIRD STREET & MAIN ROAD,KZN,100994
UNIVERSITY CAPE TOWN,3RD LEVEL ROBERT LESLIE SOCIAL SCIENCE BUILDING,WESTERN CAPE,124530
UNIVERSITY OF JOHANNESBURG,UNIVERSITY OF JOHANNESBURG,GAUTENG,153005
UNIVERSITY OF PRETORIA,STUDENT CNTR SASOL CAFETERIA CNR FESTIVAL &,PRETORIA,119345
UNIVERSITY OF STELLENBOSCH,"LOWER GROUND , LANGENHOVEN STUDENT CENTRE",WESTERN CAPE,119210
UPINGTON,21 SCHRODER STREET,,157205
V&A WATERFRONT,UNION CASTLE HOUSE,WESTERN CAPE,118509
VAAL MALL,SHOP 123 VAAL SHOPPING MALL,,189137
VANDERBIJLPARK,1 PRESIDENT KRUGER STREET,GAUTENG,174837
VANDERBIJLPARK G4S,PHG BUILDING,FREE STATE,101033
VANGATE CITY,SHOP 1 MARRAKECH VANGATE CITY,WESTERN CAPE,133405
VANGATE MALL CSC WC,"SHOP 100, VANGATE MALL",WESTERN CAPE,101213
VERULUM,SHOP 1 JOHN HALL CENTRE,KWA-ZULU NATAL,178405
VICTORIA STREET,48 VICTORIA STREET,KWA-ZULU NATAL,148626
VIKING PARK EPPING,SHOP 11 VIKING BUSINESS PARK,,173310
VINCENT PARK,SHOP 52 VINCENT PARK SHOPPING CENTRE,EASTERN CAPE,120621
VISA/MASTER ISSUING,NEDCOR SANDTON 135 RIVONIA ROAD,,122805
VISA/MASTER OPERATION,33 HOOFD STREET,"JOHANNESBURG , GAUTENG",194905
VISTA,12TH FLOOR,GAUTENG,169548
VM ACQUIRING PRODUCT,2ND FLOOR BLOCK D,GAUTENG,166505
VM PROCUREMENT CARD PRODUCT,9TH FLOOR 100 MAIN STREET,,150205
VOSLOORUS,SHOP 11A & 11B NALEDI SHOPPING CENTRE,GAUTENG,103005
VREDENBURG,14 MAIN ROAD,WESTERN CAPE,159505
VREDENDAL,34 VOORTREKKER STREET,,159605
VRYHEID,SHOP 5 BLOEMNEL,KWA-ZULU NATAL,131126
WADEVILLE,CNR STARK & BARFOOT ROADS,,193642
WALMER PARK,"SHOP 119, WALMER SHOPPING CENTRE",GAUTENG,113717
WATERFALL MALL RUSTENBURG,SHOP 63B WATERFALL MALL,NORTHERN PROVINCE,108410
WATERFRONT BLOEMFONTEIN,1 SECOND AVENUE WESTDENE,BLOEMFONTEIN,120305
WATERFRONT HUMEWOOD,SPAR WATERFRONT,EASTERN CAPE,119817
WELKOM,CNR RYK & DE KAAP STREET,,113435
WELKOM G4S,PHG BUILDING,FREE STATE,101032
WELKOM HINTERLAND,151 HOFMEYER ROAD,FREESTATE,101343
WELLINGTON CBD,21 JAN VAN RIEBEECK STREET,WESTERN CAPE,102905
WESKUS MALL,SHOP L45 WEST COAST MALL,WESTERN CAPE,189705
WESTERN GAUTENG,FIRST FLOOR LAKEVIEW CAMPUS 16,ROODEPOORT,128605
WESTGATE,WESTGATE SHOPPING CENTRE,GAUTENG,198341
WESTONARIA,240 KELLAR PRINCE HOUSE,,181905
WESTVILLE MALL,SHOP 4 WESTVILLE MALL,KWA-ZULU NATAL,138026
WILSONIA,MUNICIPAL MARKET,EAST-LONDON,120505
WINDERMERE,SHOP U11 WINDERMERE SHOPPING CENTRE,KWA-ZULU NATAL,132905
WITBANK,DAMAN COURT,WITBANK,165950
WITBANK CSC,"DAMAN COURT, CNR MANDELA & ARRAS STREET",MPUMALANGA,101260
WITBANK G4S,NEDBANK PARK,"JOHANNESBURG, GAUTENG",101031
WITBANK GROUP SCHEME,CNR PRESIDENT AND ARRAS STREET,,184505
WITS UNIVERSITY BRAAMFONTEIN,ROOM 6A MATRIX BUILDING,JOHANNESBURG GAUTENG,195105
WONDERPARK,"SHOP 359, WONDERPARK SHOPPING CENTRE",GAUTENG,101299
WOODLANDS,SHOP 50C WOODLANDS,"PRETORIA , GAUTENG",136305
WORCESTER,76 HIGH STREET,,101507
WYNBERG,105 MAIN STREET,WESTERN CAPE,101215
YEOVILLE JOHANNESBURG,4TH FLOOR BLOCK E,,191105
ZANDSPRUIT,UNIT 2 & 3 ZANDSPRUIT VALUE CENTRE,GAUTENG,156805
ZAR CLEARING SERICES,LAKEVIEW CAMPUS - 1ST FLOOR,ROODEPOORT,186805
ZEBEDIELA,"SHOP 7-9, ZEBEDIELA PLAZA,",LIMPOPO,112905
ZIYABUYA,SHOP 5 ZIYABUYA CENTRE CNR UITENHAGE &,"PORT ELIZABETH , EASTERN CAPE",143105
ZOMERLUST PAARL,20 BERGZIG AVENUE,WESTERN CAPE,138905
ALBERTINIA,*** BRANCH TO CLOSE ***,,440113
BELLVILLE,BRANCH INCORP.WITH KAAP KOMMERSIEEL (441-010),,440510
BENONI,** BRANCH TO CLOSE ****,,440142
BLOEMFONTEIN,"TWEEDELAAN 1 ,",BLOEMFONTEIN,440134
BRACKENFELL,BRANCH INCORP.WITH KAAP KOMMERSIEEL (441-010),,440810
BREDASDORP,BRANCH INCORPORATED WITH CALEDON (440-212),,440112
BREDASTRAAT PAARL,BREDASTRAAT 1,,440910
BUSINESS DIV OF BOE BANK,H/V BENMORE EN GRAYSTONLAAN 75,,440305
CALEDON,"DONKINSTRAAT 17,",,440212
CERES,BRANCH INCORPORATED WITH WORCESTER (440-707),,440107
CLANWILLIAM,BRANCH INCORPORATED WITH MALMESBURY (440-307),,440106
CRADOCK,*** BRANCH TO CLOSE ***,,440118
DE AAR,*** BRANCH TO CLOSE ***,,440208
DE DOORNS,*** BRANCH TO CLOSE ***,,440207
DURBAN,"STANGERSTRAAT 190, CHAMBERHOUSE",,440126
ERMELO,REGINA GEBOU JOUBERT STRAAT 17A,,440144
FRANSCHHOEK,BRANCH INCORP.WITH PAARL KOMMERSIEEL (441-210),,440310
GEORGE,YORKSTRAAT 108,,440114
GRABOUW,*** BRANCH TO CLOSE ***,,440312
"HEIDELBERG,WES KAAP",*** BRANCH TO CLOSE ***,,440313
HELDERBERG (VOORHEEN STRAND),HOOFWEG 37,,440712
HELDERBERG KOMMERSIELE SENTRUM,HOOFWEG 139,,441012
HERMANUS,BRANCH INCORPORATED WITH CALEDON (440-212),,440412
HOPEFIELD,*** BRANCH TO CLOSE ****,,440211
HUMANSDORP,BRANCH INCORPORATED WITH P.ELIZABETH (440-217),,440115
JEFFREYSBAAI,BRANCH INCORPORATED WITH P.ELIZABETH (440-217),,440215
JOHANNESBURG,*** BRANCH TO CLOSE ********,,440105
KAAP KOMMERSIEEL,THE BRIDGE DURBANWEG 304,,441010
KAAPSTAD,BRANCH INCORP.WITH KAAP KOMMERSIEEL (441-010),,440309
KAART UITREIKING/CARD ISSUING,BREDASTRAAT 1,,449510
KAART VERKRYGING/CARD ACQUIRIN,BREDASTRAAT 1,,449410
KIMBERLEY,OOS-BURGERSTRAAT 34,BLOEMFONTEIN,440102
KIRKWOOD,*** BRANCH CLOSED ***,,440117
KLEINMOND,BRANCH INCORPORATED WITH CALEDON (440-212),,440512
KNYSNA,QUEENSTRAAT 24,,440414
KRAAIFONTEIN,*** BRANCH CLOSED ***,,440710
KROONSTAD,*** BRANCH CLOSED ****,,440136
KUILSRIVIER,BRANCH INCORP.WITH KAAP KOMMERSIEEL (441-010),,440410
LADISMITH (WES KAAP),*** BRANCH TO CLOSE ***,,440413
MALMESBURY,HILLSTRAAT 2,,440307
MIDDELBURG MPUMALANGA,MARKSTRAAT 4,,440150
MONTAGU,*** BRANCH TO CLOSE ***,,440513
MOORREESBURG,BRANCH INCORPORATED WITH MALMESBURY (440-307),,440311
MOSSELBAAI,BRANCH INCORPORATED WITH GEORGE (440-114),,440214
NELSPRUIT,FERREIRASTRAAT 3,,440152
NEWCASTLE,NEDBANKSENTRUM HARDINGSTRAAT,,440124
OOS-LONDON,UNIONSTRAAT 61,,440121
OUDTSHOORN,BRANCH INCORPORATED WITH GEORGE (440-114),,440314
PAARL,*** BRANCH TO CLOSE ***,,440210
PAARL KOMMERSIEEL,ZOMERLUST GEBOU BERGRIVIER BOULEVARD,,441210
PAROW,BRANCH INCORP.WITH KAAP KOMMERSIEEL (441-010),,440610
PEP BANK,LADY GREY STRAAT 333,,445010
PICK N PAY FINANCIAL SERVICES,4TH FLOOR SANCLARE BLDNG C/O DREYER & PROTEA,,440409
PICK N PAY SAVER ASSOCIATION,4TH FLOOR SANCLARE BLDNG C/O DREYER & PROTEA,,440209
PIET RETIEF,*** BRANCH TO CLOSE ***,,440244
PIETERMARITZBURG,PIETERMARITZSTRAAT 161,,440125
PIKETBERG,BRANCH INCORPORATED WITH MALMESBURY (440-307),,440411
PINETOWN,******* BRANCH CLOSED ********,,440226
PKS MIKRO 1,HOOFSTRAAT 333,,441110
POLOKWANE ( PREV. PIETERSBURG),"CONSTANTIA PARK,HANS VAN RENSBURG STRAAT 80",,440148
PONGOLA,SENEKAL SENTRUM MARTINSTRAAT 166,,440224
PORT ELIZABETH,KAAPWEG 313,,440217
PORTERVILLE,*** BRANCH TO CLOSE ***,,440407
PRETORIA,EASTWAY SENTRUM PRETORIAWEG 617,,440145
PRETORIA KOMMERSIEEL,EASTWAY SENTRUM PRETORIAWEG 617,,440345
PROSESSERINGS SENTRUM DURBAN,18 SYDNEY ROAD,DURBAN,440326
PROSESSERINGS SENTRUM JHB,NEDHOF BUILDING 3RD FLOOR 120 END STREET,,440205
PROSESSERINGS SENTRUM KAAPSTAD,SHOP 12 GROUND FLOOR FOR TRUST BUILDING,CAPE TOWN,440109
RICHARDSBAAI,"STANGERSTRAAT 190, CHAMBERHOUSE",DURBAN,440130
RIVERSDAL,H/V HOOF STRAAT EN VAN DEN BERG STRAAT,,440613
RIVIERSONDEREND,*** BRANCH CLOSED ***,,440612
ROBERTSON,BRANCH INCORPORATED WITH WORCESTER (440-707),,440713
RUSTENBURG,KERKSTRAAT 125,,440146
SECUNDA,SASOL PENSIOENFONDSGEBOU AO6,,440344
SHOPRITE CHECKERS CLUB 2000,PLUS OFFICE,,441310
SILVERTON,** BRANCH CLOSED ****,,440245
SOMERSET-OOS,*** BRANCH TO CLOSE ***,,440218
SOMERSET-WES,BRANCH INCORPORATED WITH HELDERBERG SEE,,440912
STANDERTON,*** BRANCH TO CLOSE **** ALL ACCOUNTS TO ERMELO,,440143
STELLENBOSCH,KERKSTRAAT NO 8-10,,440110
STILBAAI,BRANCH INCORPORATED WITH RIVERSDAL SEE,,440913
SWELLENDAM,BRANCH INCORPORATED WITH CALEDON (440-212),,440813
TARKASTAD,*** BRANCH CLOSED ***,,440120
TULBAGH,*** BRANCH TO CLOSE ***,,440507
UITENHAGE,CALEDONSTRAAT 66,,440116
UPINGTON,SCHRODERSTRAAT 21,,440104
VILLIERSDORP,*** BRANCH TO CLOSE ***,,440812
VREDENBURG,BRANCH INCORPORATED WITH MALMESBURY (440-307),,440511
VREDENDAL,BRANCH INCORPORATED WITH MALMESBURY (440-307),,440206
WELKOM,BOLAND GEBOU ELIZABETHSTRAAT 3,,440135
WITBANK,H/V ARRASTRAAT EN PRESIDENTLAAN,,440250
WORCESTER,HOOGSTRAAT 100,,440707
BUSSINESS CENTRE,53 - 59 REHOBOTHER ROAD,WINDHOEK,461617
CENTRALISED SERVICES,SECOND FLOOR,,461706
EENHANA,CORNER OF SAM NUJOMA & DIMO HAM STREET,,461075
FINANCE,3RD FLOOR OLD SANLAM BUILDING,,461614
GROOTFONTEIN,C/O HAGE GEINGOB AVENUE AND OKAVANGO ROAD,,461077
GROUP RISK,12-20 DR. FRANS INDONGO STREET,,461600
HIDAS AGENCY,"SHOP NO.1 , HIDAS SHOPPING CENTRE",,461696
HUMAN RESOURCES,"3RD FLOOR , OLD SANLAM BUILDING",,461040
INDEPENDENCE,CARL LIST HOUSE 27,,461038
INTERNAL AUDIT,"3RD FLOOR, OLD SANLAM BUILDING",,461678
INTERNATIONAL,12-20 DR. FRANS INDONGO STREET,,461616
KATATURA,"INDEPENDENCE CENTRE , ERF R/1820",WINDHOEK,461001
KATIMA MULILO,ZAMBEZI SHOPPING CENTRE,,461076
KEETMANSHOOP,CNR 5TH AVENUE AND MITTLE STREET,,461611
KUISEBMOND,CORNER OF 21ST AVENUE & NATHANI,,461073
LUDERITZ,240 BISMARK STREET,,461610
MAERUA MALL,MAERUA MALL SHOP 38-39,,461041
MAIN BRANCH,12-20 DR. FRANS ONDONGO STREET,,461609
MANAGING DIRECTORATE,12-20 DR. FRANS INDONGO STREET,,461654
NORTHERN INDUSTRIAL,12 RUHR STREET,,461002
OKAHANDJA,OKAHANDJA SHOPPING CENTRE,,461035
ONDANGWA,MAIN ROAD,,461125
OSHAKATI,GAME CENTRE,,461694
OSHANA,OSHANA REGIONAL MALL,,461034
OSHIKANGO,,,461126
OTJIWARONGO,ERF 28 HAGE GEINGOB AVE,OTJIWARONGO,461071
PRIVATE BANKING,BUSINESS CENTRE,,461089
PROCESSING,2 ND FLOOR,,461613
PROSPERITA,"ERF 324, 39 PLATINUM STREET",WINDHOEK,461036
REHOBOTH,ERF 825 SPARROW STREET SHOP 25,,461027
RUNDU,"SHOP 70 F16B, ERF 1234",,461078
SWAKOPMUND,10 SAM NUJOMA AVENUE,,461052
THE GROVE,THE GROVE MALL OF NAMIBIA,WINDHOEK,461030
TREASURY,12-20 DR. FRANS INDONGO STREET,,461615
TSUMEB,ERF 103 HAGE GEINGOB DRIVE,,461028
UUTAPI,UUTAPI ISANDI CENTRE,,461079
WALVISBAY,CRN. SAM NUJOMA AVENUE,,461072
WERNHILL AGENCY,SHOP NO. 121 WERNHILL PARK,,461054
WESTLANE,WESTLANE SHOPPING CENTRE,WINDHOEK,461029
WINDHOEK SOUTH,BISMARCK STREET,,461629
MANZINI,NKOSELUHLAZA STREET,,360264
MATSAPA,KINGS SOBHUZA,,360364
MBABANE,3RD FLOOR NEDCENTRE,,360164
NEDBANK BIG BEND,BIGBEND FARM 70,MANZINI,360964
NEDBANK GABLES,GABLES SHOPPING COMPLEX,,360464
NEDBANK GWAMILE,21 GWAMILE STREET,,360764
NEDBANK KM111 INTERNATIONAL,THUTHUKA SHOPPING CENTRE,,360065
NEDBANK MANKAYANE,GWAMILE STREET,MBABANE,360564
NEDBANK NHLANGANGO,TO FOLLOW,,360864
NEDBANK RIVERSTONE,THUTHUKA SHOPPING CENTRE,,360064
NEDBANK SIMUNYE,SIMUNYE PLAZA,,360664
TSHANENI,PORTION 21 FARM NO. 94,TSHANENI,360001
OLYMPUS MOBILE,"50 CONSTANTIA BOULEVARD, QUADRUM OFFICE PARK","JOHANNESBURG, GAUTENG",585001
PEOPLES BANK LTD INC NBS,NEDBANK CO-OPERATE SAVER,CAPE TOWN,720026
PEP BANK-N' DIV.VAN BOE BANK,HOOFSTRAAT 333,,400001
PERMANENT BNK CBD BUS SUP B992,5TH FLOOR ANCHOR HOUSE CNR JUT,,760005
ALBERTON,28 VOORTREKKER ROAD,,410342
ALLENS NEK,"SHOP 19 & 20, ALLENS NEK RETAIL CENTRE",GAUTENG,410140
BEDFORD CENTRE,BEDFORD CENTRE SHOP U 33 ENTRANCE ONE,"JOHANNESBURG , GAUTENG",410305
BENONI,15 TOM JONES STREET,,410142
CAPE TOWN,SHOP 2 A ICON SHOPPING CENTRE,WESTERN CAPE,410109
CENTRALISED SERVICES H/OFFICE,116 MARSHALL STREET,JOHANNESBURG - GAUTENG,410506
CORPORATE BANKING,116 MARSHALL STREET,GAUTENG,410106
DURBAN,86 ARMSTRONG AVENUE,DURBAN,410126
EAST RAND MALL,BEDFORD CENTRE SHOP U33 ENTRANCE ONE,GAUTENG,410442
ELECTRONIC BRANCH-CELLMONEY,116 MARSHALL STREET,JOHANNESBURG GAUTENG,410500
FLORIDA,SHOP 22A FLORIDA JUNCTION,,410141
GERMISTON,REVELAS TOWERS,,410242
GLEN MARAIS,SHOP 14,GAUTENG,410542
GOODWOOD,146 VOORTREKKER ROAD,,410110
JOHANNESBURG,116 MARSHALL ST,,410105
JOHANNESBURG BAC,116 MARSHALL STREET,"JOHANNESBURG , GAUTENG",410001
P E BUSINESS SUITE,"BLOCK D , 1ST FLOOR SOUTHERN LIFE GARDENS",EASTERN CAPE,410120
PRETORIA,SHOP-G87 MENLYN SHOPPING CENTRE,,410145
RANDPARK RIDGE,"SHOP LG2 , TRINITY VILLAGE SHOPPING CENTRE",GAUTENG,410205
"ROSEBANK,JOHANNESBURG",SHOP NUMBER 9 ALLIANZ HOUSE,,410405
SABA ELECTRONIC BANKING,116 MARSHALL STREET,"JOHANNESBURG , GAUTENG",410501
SUNNYSIDE,SHOP - G 87 MENLYN SHOPPING CENTRE,GAUTENG,410245
SURE BANK,116 MARSHALL STREET,JOHANNESBURG,410600
THUNDERFLEX 39,116 MARSHALL STREET,GAUTENG,410777
TYME,116 MARSHALL STREET,GAUTENG,410901
WIZZIT,116 MARSHALL STREET,"JOHANNESBURG , GAUTENG",410700
BANK OF NAMIBIA,71 ROBERT MUGABE AVE,,980172
MONEY AND CAPITAL MARKET DEPT.,SENIOR MANAGER SETTLEMENTS DIV,,900105
PRETORIA,370 CHURCH STREET,GAUTENG,900145
STAATSBESTEDINGS(SKATKISORDERS,DIR-GEN STAATSBESTEDING DIREKT,,910145
SASFIN BANK LIMITED,29 SCOTT STREET,JOHANNESBURG,683000
JOHANNESBURG BRANCH,2ND FLOOR 160 JAN SMUTS AVENUE,"JOHANNESBURG , GAUTENG",351005
POSTBANK (DIV OF SA POST OFF),"497 SCHUBART STREET ,","PRETORIA , GAUTENG",460005
ABERDEEN,PORTER STREET,,050016
ALBERT STREET,QUALBERT CENTRE 40 ALBERT STREET,,040826
ALBERTON,32 VOORTREKKER ROAD,,012342
ALEXANDRIA,10 VOORTREKKER STREET,,050817
ALICE,CNR MITCHELL AND CATHERINE STREET,,050119
ALIWAL NORTH,16 SOMERSET STREET,,050020
AMANZIMTOTI,GALLERIA SHOPPING MALL,KWA-ZULU NATAL,057527
AMERSFOORT,CNR SCHEIDING AND BREE STREET,,052543
ARANOS,15 MAIN STREET,,080071
ARCADIA,CNR HAMILTON AND CHURCH STREET,"PRETORIA , GAUTENG",010845
AUSSPANNPLATZ,50 REHOBOTHER ROAD,,082672
AUSSPANNPLATZ CASH CENTRE,50 REHOBOTHER ROAD,WINDHOEK,086072
BALFOUR MPUMALANGA,CNR STUART AND VOORTREKKER STREET,,052643
BALFOUR PARK,UPPER LEVEL BALFOUR PARK SHOPPING CENTRE,"JOHANNESBURG, GAUTENG",009160
BALLITO,SHOP 39-41 LIFESTYLE CENTRE,KWAZULU NATAL,040027
BARBERTON,81 CROWN STREET,MPUMALANGA,052552
BARKLY EAST,CNR COLE AND DE VILLIERS STREET,EASTERN CAPE,050120
BARKLY WEST,CAMPBELL STREET,NORTHERN CAPE,050202
BARONGWA,CNR. BOSCH AND NELSON MANDELA DRIVE,NORTH WEST,017045
BAYSIDE,SHOP 66 BAYSIDE SHOPPING CENTRE BLOUBERG ROAD,,022209
BEAUFORT WEST,70 DONKIN STREET,WESTERN CAPE,050008
BEDFORD EASTERN CAPE,DONKIN STREET,,050219
BEDFORD GARDENS,2ND FLOOR BEDFORD GARDENS SHOPPING CENTRE,,018305
BELA-BELA,"SHOP 5, WATERBERG BOULEVARD AND",LIMPOPO,053047
BELLVILLE CASH SERVICES,CNR STRAND STREET AND PETER BARLOW DRIVE,WESTERN CAPE,032610
BERRY'S CORNER,CNR COMMERCIAL AND KEMPTON ROAD,PORT ELIZABETH,024210
BERRY'S CORNER CLOSED 00-05-27,BERRY'S CORNER MERGED WITH WORTH END,,050517
BETHAL,CNR EEUFEES AND MARK STREET,,052544
BETHLEHEM,CNR KERK AND ROUX STREET,,055033
BLOEMFONTEIN,33-35 MAITLAND STREET,"BLOEMFONTEIN , FREE STATE",055034
BLOEMHOF,51 PRINCE STREET,,052538
BLUE ROUTE,"SHOP G20, BLUE ROUTE SHOPPING MALL",WESTERN CAPE,025609
BLUFF,HILLSIDE BLUFF TOWERS,"DURBAN, KWAZULU NATAL",043326
BLUFF,MERGED WITH JACOBS ( NOW BLUFF ) 2012-02-18,,041127
BOKSBURG,K90 NORTH SHOPPING CENTRE NORTH RAND ROAD,,011842
BOTHAVILLE,39A PRESIDENT STREET,FREE STATE,055036
BRAAMFONTEIN,76 JORISSEN STREET,,004805
BRAKPAN,622 VOORTREKKER ROAD,,012042
BRAMLEY,MERGED WITH BALFOUR PARK BRANCH 2014-07-05,,004005
BRANDWAG,173 VOORTREKKER STREET,,055534
BREDASDORP,8 INDEPENDENT STREET,,050012
BRIARDENE,1 STANHOPE PLACE,KWAZULU NATAL,043626
BRIDGE CITY,"SHOP U40, BRIDGE CITY SHOPPING CENTRE","DURBAN , KWA-ZULU NATAL",040927
BRITS,CNR PIENAAR AND MACLEAN STREET,NORTH WEST,052546
BRITSTOWN,MARKET STREET,,050004
BRONKHORSTSPRUIT,SHOPRITE CENTRE,,052850
BROOKLYN,521 FEHRSEN STREET,GAUTENG,011245
BUREAU SERVICES,9TH FLOOR,GAUTENG,002756
BURGERSDORP,CNR TAYLOR AND CHURCH STREET,,050220
BURGERSFORT,63 DIRK WINTERBACH STREET,,052751
BUSHBUCKRIDGE,SHOP 23 TWIN CITY SHOPPING COMPLEX,,053352
BUTTERWORTH,7 UMTATA STREET,EASTERN CAPE,050221
CALEDON,16 PLEIN STREET,WESTERN CAPE,050112
CALITZDORP,VOORTREKKER STREET,,050014
CALVINIA,21 HOPE STREET,,050006
CAPE TOWN CASH SERVICES,HEERENGRACHT TOWER STANDARD BANK CENTRE,"CAPE TOWN , WESTERN CAPE",025810
CAPE TOWN CLOSED 2012-02-11,MERGED WITH THIBAULT SQUARE 2012-02-11,,020009
CAPEGATE,SHOP 40 CAPEGATE SHOPPING CENTRE,WESTERN CAPE,023910
CARLETONVILLE,CNR ANNAN ROAD AND GOLD STREET,,016141
CARLTON CENTRE,UPPER SHOPPING LEVEL CARLTON CENTRE,"JOHANNESBURG , GAUTENG",002305
CARNARVON,28 ALHEIT STREET,,050108
CAROLINA,50 VOORTREKKER STREET,,052551
CASTLE WALK,CASTLE WALK SHOPPING CENTRE SWAKOP STREET,"PRETORIA , GAUTENG",014645
CATHCART,33 MAIN STREET,,050320
CENTRAL CITY,CENTRAL CITY SHOPPING CENTRE,,052947
